Question,Difficulty,Correct Answer,Option 1,Option 2,Option 3,Option 4
The brain is protected by three layers of membranes called _______.,hard,A,Meninges,Neurons,Synapses,Glial cells
"Who was Nigeria's first female minister, serving in the 1970s?",hard,D,Miriam Babangida,Oluwarotimi Akeredolu,Ngozi Okonjo-Iweala,Margaret Ekpo
"Which artist is known for the popular track 'Johnny', released in 2013?",medium,B,Waje,Yemi Alade,Tiwa Savage,Simi
The average adult human body is made up of approximately _______% water.,easy,B,50,60,70,80
________ is a Nollywood actor known for his role in the movie 'The Figurine'.,medium,C,RMD,Genevieve Nnaji,Kunle Afolayan,Jim Iyke
Who is the Nigerian singer famous for her hit song 'Kele Kele Love'?,medium,C,Waje,Yemi Alade,Tiwa Savage,Simi
What is the name of the trade route that connected Nigeria with North Africa in ancient times?,medium,B,Silk Road,Trans-Saharan Trade Route,East African Trade Route,Transatlantic Trade Route
________ is a popular Nigerian actress known for her role in the film 'Lionheart'.,medium,B,Omotola Jalade-Ekeinde,Genevieve Nnaji,Funke Akindele,Rita Dominic
What type of joint connects the femur to the pelvis in the human body?,hard,A,Ball and Socket Joint,Pivot Joint,Hinge Joint,Fixed Joint
The popular song 'Drogba' was sung by which Nigerian artist?,medium,C,Burna Boy,Olamide,Mr Eazi,Wizkid
The average human body contains how many pints of blood?,easy,A,4 to 6,6 to 8,8 to 10,10 to 12
Which Nigerian leader is known for the 'Nigerian Dream' slogan?,hard,C,Goodluck Jonathan,Olusegun Obasanjo,Muhammadu Buhari,Shehu Shagari
Who is regarded as the 'Queen of Afrobeats'?,medium,A,Tiwa Savage,Yemi Alade,Simi,Waje
Fill in the blank: The _______ is responsible for filtering blood in the human body.,easy,B,Liver,Kidney,Spleen,Heart
The artist known for the hit song 'Fia' is _______.,medium,A,Davido,Wizkid,Olamide,Burna Boy
The human body contains approximately how many muscles?,medium,A,600,750,500,800
Which film is considered the highest-grossing Nigerian film of all time?,medium,A,The Wedding Party,Lionheart,Chief Daddy,The Figurine
Which state is known for the 'Gani Fawehinmi Park'?,medium,A,Lagos,Oyo,Kogi,Ekiti
Who won the 2019 Africa Magic Viewers' Choice Award for Best Actress?,medium,D,Nse Ikpe-Etim,Genevieve Nnaji,Adesua Etomi,Funke Akindele
What was the main reason for Nigeria's civil unrest in the 1960s?,hard,B,Economic downturn,Ethnic tensions,Colonial legacy,Political instability
The popular Nigerian dance style characterized by high energy is called _______.,medium,C,Salsa,Azonto,Shaku Shaku,Tango
Which Nigerian singer is known for his unique style of blending traditional music with modern sounds?,medium,B,P-Square,Burna Boy,2Baba,Wizkid
The adult human skeleton is made up of ______ bones.,easy,A,206,210,200,190
Which ancient Nigerian kingdom is known for its advanced bronze casting?,medium,B,Oyo Empire,Benin Kingdom,Kanem-Bornu,Ife
Identify the part of the human brain responsible for regulating emotions: _______.,medium,B,Cerebellum,Amygdala,Hippocampus,Cortex
"Who is known for the song 'Joro', released in 2019?",easy,A,Wizkid,Davido,Burna Boy,Olamide
Fill in the blank: The _______ is considered the 'Heart of Nigeria'.,medium,C,Benin,Lagos,Abuja,Port Harcourt
Which Nigerian artist is famous for the song 'Ye' released in 2018?,easy,B,Olamide,Burna Boy,Davido,Tiwa Savage
The human heart has ______ chambers.,easy,A,4,3,2,5
Which notable event in Nigeria's history occurred in 1967?,hard,A,Civil War,Independence,First Republic,State Creation
Identify the largest artery in the human body: _______.,medium,B,Pulmonary artery,Aorta,Coronary artery,Femoral artery
Which prominent Nigerian leader was assassinated in 1966?,hard,C,Nnamdi Azikiwe,Ahmadu Bello,General Aguiyi-Ironsi,Obafemi Awolowo
Fill in the blank: _______ is known as the 'King of Afrobeat'.,medium,A,Fela Kuti,Burna Boy,Wizkid,2Baba
The organ that filters blood and produces urine in humans is the _______.,easy,B,Liver,Kidney,Bladder,Pancreas
Fill in the blank: _______ is the title of a popular song by Davido featuring Chris Brown.,medium,B,Fall,Blow My Mind,If,Fia
Who is the artist behind the hit song 'Soco'?,easy,C,Yemi Alade,Adekunle Gold,Wizkid,Patoranking
Who is known for the song 'Duduke'?,easy,B,Tems,Simi,Tiwa Savage,Yemi Alade
The human body contains ______ pairs of ribs.,easy,B,10,12,14,16
Which Nigerian musician is known for the hit song 'Ginger'?,medium,B,Burna Boy,Wizkid,Davido,Patoranking
Who is the artist behind the song 'Kukere'?,easy,A,Iyanya,D'banj,Wizkid,2Baba
The main function of the small intestine is to absorb _______.,medium,A,Nutrients,Water,Vitamins,Minerals
The first Nigerian currency was the _______.,hard,A,Pound,Naira,Shilling,Dollar
Fill in the blank: _______ is a popular Nigerian soup made with ground melon seeds.,easy,A,Egusi,Banga,Ogbono,Efo Riro
The basic structural unit of the kidney is called a _______.,medium,A,Nephron,Neuron,Alveolus,Hepatocyte
The popular Nigerian dish 'Jollof Rice' is often served with _______.,easy,B,Salad,Chicken,Pounded Yam,Suya
Nigerian independence was achieved in the year _______.,easy,A,1960,1975,1954,1980
Fill in the blank: The _______ River is one of the longest rivers in Africa.,medium,A,Niger,Zambezi,Senegal,Limpopo
Which Nigerian artist is well-known for the song 'Ojuelegba'?,medium,A,Wizkid,Burna Boy,Davido,Olamide
"Considered the basic unit of life, the _______ is vital in human anatomy.",easy,B,Tissue,Cell,Organ,Organism
Fill in the blank: The _______ of Lagos is one of the busiest ports in Africa.,medium,A,Harbor,Coast,Sea,Bay
Which Nigerian leader was ousted in a military coup in 1983?,hard,A,Shehu Shagari,Muhammadu Buhari,Olusegun Obasanjo,Goodluck Jonathan
The longest muscle in the human body is the _______.,medium,C,Biceps,Quadriceps,Sartorius,Hamstring
Who is known for the song 'Ye' that became a global hit?,medium,A,Burna Boy,Olamide,Wizkid,Davido
"In human anatomy, the _______ is responsible for the body's balance and coordination.",medium,B,Cortex,Cerebellum,Hippocampus,Medulla
Who starred in the 2013 movie 'Half of a Yellow Sun'?,medium,C,Genevieve Nnaji,Omotola Jalade-Ekeinde,Chiwetel Ejiofor,Rita Dominic
Fill in the blank: The _______ is a key organ for detoxifying the blood.,medium,A,Liver,Kidney,Heart,Lung
The _______ was a significant event in Nigeria's fight for independence.,medium,C,Biafran War,First Republic,Independence Day,Civil Rights Movement
Who led Nigeria during the military regime from 1985 to 1993?,medium,A,Ibrahim Babangida,Sani Abacha,Olusegun Obasanjo,Muhammadu Buhari
Fill in the blank: The _______ is responsible for transporting nutrients in the body.,easy,A,Blood,Lymph,Urine,Saliva
The primary role of the _______ is to regulate body temperature.,medium,A,Skin,Liver,Heart,Kidneys
Which Nigerian musician is known as the 'African Giant'?,medium,A,Burna Boy,Davido,Wizkid,Olamide
The _______ is a vital organ for respiration in humans.,easy,A,Lung,Heart,Liver,Kidney
The human body primarily consists of _______ percent water.,easy,A,60,70,50,40
The _______ is the organ that produces insulin in the human body.,medium,A,Pancreas,Liver,Kidney,Spleen
The Nigerian National Anthem was adopted in what year?,hard,A,1978,1986,1991,2000
Which popular Nigerian comedian is known as 'Mr. Jokes'?,medium,A,Basketmouth,Ali Baba,Bovi,AY
The main function of the _______ is to absorb nutrients from food.,medium,B,Stomach,Small Intestine,Large Intestine,Pancreas
"In human anatomy, the _______ serves as a protective outer layer of the body.",easy,A,Skin,Muscle,Fat,Bone
The famous Nigerian writer Chimamanda Ngozi Adichie is known for her book _______.,medium,A,Half of a Yellow Sun,Things Fall Apart,Purple Hibiscus,Americanah
Which Nigerian actress won an Oscar for '12 Years a Slave'?,hard,A,Lupita Nyong'o,Genevieve Nnaji,Omotola Jalade-Ekeinde,Rita Dominic
Fill in the blank: The _______ is responsible for the body's fight-or-flight response.,medium,A,Adrenaline,Insulin,Cortisol,Serotonin
Which Nigerian singer is known for the hit song 'Fia'?,medium,B,Wizkid,Davido,Burna Boy,Olamide
Nigeria's first president after the civil war was _______.,hard,A,Olusegun Obasanjo,Shehu Shagari,Muhammadu Buhari,Goodluck Jonathan
Which Nollywood movie features the theme of love and betrayal in a royal setting?,medium,A,The Wedding Party,Lionheart,The Figurine,The Set Up
Which Nigerian historical figure is known for his role in the abolition of slavery?,hard,A,Nnamdi Azikiwe,Obafemi Awolowo,Wole Soyinka,Emeka Ojukwu
The human body consists of approximately _______ muscles.,easy,A,600,800,500,700
The _______ is the body's control center for temperature regulation.,medium,A,Hypothalamus,Cerebellum,Thalamus,Brainstem
Nigeria's official currency is the _______.,easy,A,Naira,Dollars,Pounds,CFA
The _______ is a key organ in the human body that removes carbon dioxide from the blood.,easy,A,Lung,Heart,Kidney,Liver
Which Nigerian city is known for its historical significance during the colonial period?,medium,A,Calabar,Kano,Lagos,Ibadan
Fill in the blank: The _______ is the body's primary site for water absorption.,medium,A,Large Intestine,Small Intestine,Kidney,Stomach
Which Nollywood actress is known for her philanthropic work?,medium,B,Genevieve Nnaji,Omotola Jalade-Ekeinde,Rita Dominic,Tonto Dikeh
Nigeria's national flower is the _______.,hard,A,Costus spectabilis,Rose,Sunflower,Orchid
In which year was the Biafran War declared?,medium,A,1967,1970,1965,1975
Which Nigerian artist is known for the 2018 hit song 'Ye'?,medium,B,Wizkid,Burna Boy,Davido,Olamide
Complete the phrase: 'The _______ of the Nigerian flag represents peace.',easy,B,Green,White,Blue,Yellow
Who is the female Nigerian artist behind the hit song 'Johnny'?,medium,B,Tiwa Savage,Yemi Alade,Simi,Kaffy
Fill in the blank: Nigeria's official name is the Federal Republic of _______.,easy,A,Nigeria,Africa,Lagos,Biafra
"Which significant event took place on October 1, 1960, in Nigeria?",easy,B,Civil War began,Independence Day,Military coup,Constitution was adopted
Who was the first Nigerian woman to be elected as a member of the House of Representatives?,hard,A,Margaret Ekpo,Funmilayo Ransome-Kuti,Amina J. Mohammed,Ngozi Okonjo-Iweala
Fill in the blank: The _______ is known as the 'Heart of Nigeria'.,medium,A,Abuja,Lagos,Port Harcourt,Kaduna
Who is the Nigerian artist behind the 2020 hit song 'FEM'?,easy,C,Olamide,Burna Boy,Davido,Tekno
"Which Nigerian state is known for its rich cultural heritage, particularly in traditional Yoruba arts?",medium,B,Lagos,Osun,Kwara,Oyo
Complete the sentence: 'The _______ is the basic unit of life in the human body.',easy,C,Tissue,Organ,Cell,System
Who was the first African to win the Nobel Prize in Literature?,hard,A,Wole Soyinka,Chinua Achebe,Nadine Gordimer,Ngugi wa Thiong'o
Which Nigerian musician is the CEO of the record label 'Mavin Records'?,medium,A,Don Jazzy,P-Square,Davido,Wizkid
The human respiratory system primarily consists of how many lungs?,easy,B,1,2,3,4
Fill in the blank: The _______ in Nigeria is a symbol of unity and strength.,medium,A,Eagle,Lion,Elephant,Horse
What is the name of the Nigerian artist who released the song 'Duduke' in 2020?,easy,A,Simi,Timi Dakolo,Yemi Alade,Tiwa Savage
The human skin consists of how many layers?,medium,C,1,2,3,4
Who is the first woman to become a governor in Nigeria?,hard,A,Sarah Jibril,Ngozi Okonjo-Iweala,Rachael Nwafor,Kemi Nelson
How many chambers does the human stomach have?,medium,C,1,2,3,4
Fill in the blank: The _______ is known as the 'City of Stars' in Nigeria.,medium,A,Lagos,Abuja,Calabar,Enugu
Which Nigerian city is famously known for the Eyo Festival?,medium,B,Ibadan,Lagos,Port Harcourt,Kano
How many pairs of cranial nerves are there in the human body?,hard,B,10,12,14,8
Which Nigerian artist is known as 'The African Giant'?,medium,B,Wizkid,Burna Boy,Davido,2Baba
Fill in the blank: The _______ is a common digestive organ found in the human body.,easy,A,Stomach,Liver,Heart,Lungs
Who was the first Nigerian female to win the Miss World title?,hard,A,Agbani Darego,Ibidun Ighodaro,Bianca Ojukwu,Adaeze Igwe
Which Nigerian film is a romantic comedy that broke box office records in 2016?,medium,B,Isoken,The Wedding Party,Chief Daddy,The Set Up
What significant change occurred in Nigeria's government in 1999?,medium,A,Return to democracy,Military coup,Independence,Civil War
Complete the phrase: 'The _______ is the organ responsible for filtering blood.',easy,B,Heart,Kidney,Liver,Spleen
Which Nigerian singer is known for her song 'Somebody's Son'?,medium,C,Yemi Alade,Simi,Tiwa Savage,Niniola
Which Nigerian artist is known for his unique blend of Afrobeat and hip-hop?,medium,A,Burna Boy,2Baba,Davido,Wizkid
Who is popularly known as the 'King of Afrobeat'?,medium,A,Fela Kuti,Tony Allen,Seun Kuti,Burna Boy
Which movie won the Best International Feature Film at the 2021 Oscars?,hard,B,The Wedding Party,Lionheart,Juju Stories,Amina
In which city was the first Nigerian film festival held?,medium,A,Lagos,Abuja,Port Harcourt,Ibadan
Which Nigerian state is often referred to as the 'Home of Peace'?,hard,B,Borno,Benue,Kaduna,Kogi
Which Nigerian film is centered around the life of a Nigerian footballer?,medium,C,The Figurine,October 1,A Soldier's Story,The Last Wedding
The human body has two categories of bones: axial and _______.,medium,A,Appendicular,Cardiac,Muscular,Fibrous
Fill in the blank: The _______ is the main organ involved in the respiratory system.,easy,B,Heart,Lungs,Kidneys,Stomach
Who was the last military ruler of Nigeria before the return to democracy?,hard,A,Sani Abacha,Olusegun Obasanjo,Ibrahim Babangida,Muhammadu Buhari
Fill in the blank: The _______ is the part of the brain responsible for emotions and memory.,medium,A,Hippocampus,Cerebellum,Thalamus,Cerebrum
Which Nigerian musician was awarded the Best African Act at the 2018 MTV Europe Music Awards?,hard,B,Wizkid,Burna Boy,Davido,Tiwa Savage
The human body consists of approximately how many muscles?,medium,A,600,500,700,800
In which year did Nigeria's independence celebrations first take place?,hard,B,1961,1962,1963,1964
Who created the popular Nigerian TV series 'Tinsel'?,hard,B,Izu Ojukwu,Dapo Adeniyi,Niyi Akinmolayan,Ifan Ifeanyi Michael
Which historical event is celebrated on Nigeria's Democracy Day?,medium,C,Independence,Civil War End,Return to Civilian Rule,First Republic
Who released the album 'A Good Time' in 2019?,medium,B,Wizkid,Davido,Burna Boy,Tiwa Savage
The human body is made up of about how much percentage of water?,medium,A,50-60%,70-80%,40-50%,30-40%
Which Nigerian event commemorates the end of the Biafran War?,hard,D,Democracy Day,Nigeria Independence Day,Remembrance Day,Biafra Day
Who is the Nigerian fashion designer known for her vibrant prints?,medium,B,Deola Sagoe,Lisa Folawiyo,Zizi Cardow,Tiffany Amber
Who is the Nigerian artist known for the song 'Lady'? ,easy,B,Burna Boy,Kizz Daniel,Wizkid,Olamide
In which part of the human body would you find the cerebellum?,medium,C,Lungs,Heart,Brain,Liver
Who is recognized as the first president of Nigeria?,medium,A,Nnamdi Azikiwe,Abubakar Tafawa Balewa,Umaru Musa Yar'Adua,Muhammadu Buhari
Fill in the blank: The _______ was a major independence movement led by the Nigerian Youth Movement.,hard,A,National Congress of British West Africa,Nigerian National Democratic Party,Nigerian People's Party,National Union of Nigerian Students
Which Nigerian state was created in 1996 and is known for its rich cultural heritage?,medium,B,Delta,Abuja,Ekiti,Osun
Who is the Nigerian artist known for his global hit 'Ye'?,easy,B,Wizkid,Burna Boy,Davido,Olamide
Fill in the blank: The _______ is a popular Nigerian film industry known for producing Nollywood movies.,easy,C,Ghollywood,Bollywood,Nollywood,Hollywood
Who directed the critically acclaimed Nigerian film 'Lionheart'?,hard,B,Kunle Afolayan,Genevieve Nnaji,Izu Ojukwu,Tolu Ajayi
The song 'Drogba (Joanna)' by Afro B is a tribute to which football player?,medium,B,Samuel Eto'o,Didier Drogba,Jay-Jay Okocha,Michael Essien
Which festival is celebrated annually in Nigeria to showcase the cultural heritage of the Yoruba people?,medium,B,Eyo Festival,Osun-Osogbo Festival,Calabar Carnival,Durbar Festival
Fill in the blank: The _______ is the traditional musical instrument of the Yoruba people.,easy,B,Saxophone,Talking Drum,Guitar,Piano
Which Nigerian city is considered the birthplace of Afrobeats?,easy,A,Lagos,Abuja,Port Harcourt,Enugu
What is the name of the famous Nigerian author who wrote 'Things Fall Apart'?,medium,A,Chinua Achebe,Wole Soyinka,Ben Okri,Sefi Atta
Which part of the body is primarily responsible for the sense of balance?,medium,A,Ears,Eyes,Nose,Feet
The Nigerian Civil War was fought between which two factions?,medium,A,Nigerian Army and Biafran Army,Nigerian Army and British Army,Biafran Army and French Army,Nigerian Army and American Forces
Which prominent Nigerian figure was executed in 1995 for activism against the government?,hard,A,Ken Saro-Wiwa,Wole Soyinka,Chinua Achebe,Abubakar Tafawa Balewa
The Nigerian movie 'The Wedding Party' is known for being one of the highest-grossing films in which year?,medium,A,2016,2017,2018,2019
Who is the Nigerian singer known for her hit song 'Joromi'?,medium,D,Simi,Tiwa Savage,Yemi Alade,Niniola
Fill in the blank: The _______ is the traditional attire worn by men in northern Nigeria.,easy,C,Buba,Agbada,Jalabiya,Kaftan
Fill in the blank: The _______ is known as the body's main detoxifying organ.,easy,C,Kidney,Heart,Liver,Spleen
Which Nigerian state is home to the popular Osun-Osogbo Festival?,medium,B,Ekiti,Osun,Oyo,Lagos
The traditional Nigerian dish 'Jollof Rice' is commonly associated with which region?,easy,B,Northern Nigeria,Western Nigeria,Eastern Nigeria,Southern Nigeria
Who is the Nigerian comedian known for his character 'Papa Ajasco'?,medium,A,Ali Baba,Bovi,Ay,Tunde Ednut
Fill in the blank: The _______ is the primary organ of the circulatory system.,easy,B,Veins,Heart,Lungs,Aorta
Who composed the famous Nigerian song 'Sweet Mother'?,easy,B,Fela Kuti,Prince Nico Mbarga,Lagbaja,2Baba
The human body's primary system for regulating its internal environment is the _______.,medium,B,Nervous system,Endocrine system,Circulatory system,Digestive system
Which Nigerian artist is known for the phrase 'For the culture' in his songs?,medium,B,Wizkid,Burna Boy,Davido,Olamide
Complete the statement: 'Nigerian Nollywood is known for its _______ production quality.',medium,B,High,Low,Average,Experimental
The human skeleton is comprised of _______ bones in total.,easy,A,206,195,250,300
Which Nigerian movie won an award at the Toronto International Film Festival?,hard,C,Half of a Yellow Sun,The Wedding Party,Lionheart,The Figurine
Which genre is Nigerian artist Yemi Alade primarily known for?,medium,B,Jazz,Afrobeats,Rock,Country
The human body is made up of approximately _______ water.,easy,A,60%,70%,50%,80%
Which prominent Nigerian figure was a leader during the anti-colonial struggle?,hard,A,Nnamdi Azikiwe,Obafemi Awolowo,Sani Abacha,Ahmadu Bello
Who starred as the lead role in the Nigerian film 'The Figurine'?,medium,D,Genevieve Nnaji,Kunle Afolayan,Desmond Elliot,Ramsey Nouah
What was the first capital city of Nigeria after independence?,medium,B,Abuja,Lagos,Enugu,Ibadan
Which significant document was signed in Nigeria in 1960?,hard,A,Independence Constitution,Military Coup Agreement,Nigerian Charter,Republic Constitution
Which Nigerian singer is often referred to as 'Baba 70'?,medium,A,Fela Kuti,2Baba,Wizkid,Davido
Which song did Wizkid collaborate on with Drake?,medium,B,Ojuelegba,Come Closer,Soco,Joro
Which of these events happened in Nigeria in 1999?,hard,A,Return to civilian rule,Creation of new states,Civil War,Independence
Fill in the blank: Nigerian artist Burna Boy won a Grammy Award for his album _______.,medium,B,On a Spaceship,African Giant,L.A.X,Higher Place
Which Nigerian nationalist was a prominent figure in the formation of the Nigerian Youth Movement?,hard,A,Nnamdi Azikiwe,Obafemi Awolowo,Ahmadu Bello,Wole Soyinka
Who is the lead singer of the Nigerian band Stereoman?,medium,B,Kcee,Blackface,Ruggedman,Tuface Idibia
Which of the following artists is known for the song 'Ada Ada'?,medium,A,Flavour,Patoranking,Davido,Olamide
The primary function of the skin is to _______ the body.,easy,A,Protect,Nourish,Cool,Support
Which Nigerian president was in power during the June 12 election crisis?,hard,B,Sani Abacha,Ibrahim Babangida,Olusegun Obasanjo,Muhammadu Buhari
Who is often referred to as the 'Queen of Nollywood' in Nigeria?,medium,B,Rita Dominic,Genevieve Nnaji,Omotola Jalade-Ekeinde,Funke Akindele
In which year did the Nigerian musician D'banj win the MTV Africa Music Awards for Best Male?,medium,B,2006,2008,2010,2012
The human body's response to danger is controlled by the _______.,easy,A,Nervous system,Immune system,Endocrine system,Muscular system
Who led Nigeria during the transition to democracy in 1999?,medium,A,Olusegun Obasanjo,Muhammadu Buhari,Goodluck Jonathan,Sani Abacha
What is the stage name of the Nigerian artist known as Chinedu Okoli?,medium,B,Phyno,Flavour,Ruggedman,Olamide
The part of the eye responsible for focusing light is the _______.,easy,B,Cornea,Lens,Retina,Iris
Who is the Nigerian artist behind the hit song 'Bobo'?,medium,B,2Baba,Olamide,Flavour,P-Square
Fill in the blank: The _______ is responsible for the body's response to infection.,easy,B,Nervous system,Immune system,Digestive system,Respiratory system
What was Nigeria's initial capital city before Abuja?,medium,C,Port Harcourt,Benin City,Lagos,Ibadan
Which Nigerian group is known for the song 'Kukere'?,medium,C,P-Square,Marvin's Records,Iyanya,Flavour
The human body's framework is formed by the _______.,easy,B,Muscular system,Skeletal system,Nervous system,Digestive system
Filling in the blank: _______ is known for her role in the movie 'The Wedding Party'.,medium,C,Genevieve Nnaji,Omotola Jalade-Ekeinde,Adesua Etomi,Rita Dominic
The muscle that allows you to smile is called the _______.,medium,A,Zygomaticus,Buccinator,Frontalis,Masseter
This Nigerian artist is known for the hit song 'Joro'. Fill in the blank: _______.,easy,A,Wizkid,Davido,Burna Boy,Olamide
Who starred in the popular Nollywood film 'Ije'?,medium,B,Genevieve Nnaji,Omotola Jalade-Ekeinde,Funke Akindele,Rita Dominic
Fill in the blank: _______ is famous for the song 'Bum Bum'.,easy,A,Timaya,Flavour,P-Square,2Baba
Which year did Nigeria's military government return to civilian rule?,medium,B,1993,1999,2000,2001
This actress is known as the 'Queen of Nollywood'. Fill in the blank: _______.,medium,B,Omotola Jalade-Ekeinde,Genevieve Nnaji,Nse Ikpe-Etim,Rita Dominic
Filling in the blank: _______ is a popular Nigerian singer known for his song 'On the Low'.,medium,C,Davido,Burna Boy,Wizkid,Olamide
Who is the lead actress in the TV series 'Jenifa's Diary'?,easy,A,Funke Akindele,Genevieve Nnaji,Omotola Jalade-Ekeinde,Nse Ikpe-Etim
Fill in the blank: The _______ was a key document in Nigeria's fight for independence.,medium,C,Lagos Treaty,Zik's Address,Constitution of 1954,Littleton Constitution
Which of these leaders was a prominent figure in the Nigerian independence movement?,hard,A,Abubakar Tafawa Balewa,Sani Abacha,Olusegun Obasanjo,Yakubu Gowon
Fill in the blank: _______ is renowned for her role in the movie 'Lionheart'.,medium,A,Genevieve Nnaji,Omotola Jalade-Ekeinde,Adesua Etomi,Rita Dominic
This Nollywood actor is known for his role in '30 Days in Atlanta'. Fill in the blank: _______.,medium,B,Jim Iyke,AY Makun,Ramsey Nouah,Desmond Elliot
The organ responsible for filtering blood in the human body is the _______.,medium,B,Liver,Kidney,Spleen,Pancreas
Fill in the blank: _______ is recognized for the hit 'Sweet Love'.,medium,A,Flavour,Wizkid,Davido,Olamide
This singer is famous for the song 'Duro'. Fill in the blank: _______.,easy,A,Tekno,Olamide,Wizkid,Davido
Which Nigerian warlord was known for his role during the Biafran War?,hard,B,Nnamdi Azikiwe,Chukwuemeka Odumegwu Ojukwu,Obafemi Awolowo,Yakubu Gowon
This actress is known for her role in 'The Figurine'. Fill in the blank: _______.,medium,A,Genevieve Nnaji,Omoni Oboli,Rita Dominic,Omotola Jalade-Ekeinde
Fill in the blank: _______ is a prominent Nigerian actor known for his role in 'The Wedding Party'.,medium,C,Banky W,Daniel Effiong,Richard Mofe-Damijo,Adesua Etomi
"________ is the largest part of the human brain, responsible for higher cognitive functions.",easy,B,Cerebellum,Cerebrum,Brainstem,Hypothalamus
______ is the primary muscle responsible for breathing in humans.,easy,A,Diaphragm,Intercostal,Pectoralis,Abdominals
The Nigerian film industry is commonly referred to as _______.,easy,B,Hollywood,Nollywood,Bollywood,Ghollywood
The _______ is known to control the body's balance and coordination.,medium,A,Cerebellum,Cerebrum,Thalamus,Medulla Oblongata
Which organ in the human body is primarily responsible for detoxification? _______,medium,A,Liver,Kidneys,Pancreas,Stomach
The famous Nigerian artist known for the song 'Juju Music' is _______.,medium,A,King Sunny Ade,Femi Kuti,Wande Coal,Davido
Fill in the blank: The _______ system is part of the human body's defense mechanism against infections.,easy,C,Endocrine,Nervous,Immune,Circulatory
Which event led to Nigeria's independence? _______,medium,C,World War II,The Lagos Treaty,The London Constitutional Conference,The Manchester Conference
Who is known as the 'Queen of Afrobeats'? _______,hard,A,Tiwa Savage,Yemi Alade,Simi,Niniola
The human skeleton has approximately _______ bones at adulthood.,medium,A,206,220,195,250
The musician known for the hit song 'Ye' is _______.,medium,B,Wizkid,Burna Boy,Davido,Olamide
Fill in the blank: The _______ is a flexible tissue that cushions joints in the human body.,easy,A,Cartilage,Bone,Tendon,Ligament
Which Nigerian leader is known for his role in the establishment of the Nigerian National Petroleum Corporation? _______,hard,B,Sani Abacha,Olusegun Obasanjo,Muhammadu Buhari,Goodluck Jonathan
The music genre that combines traditional African music with jazz is known as _______.,medium,C,Afrobeats,Highlife,Juju,Hip-hop
The _______ is an organ that helps in digestion and absorption of nutrients.,easy,C,Lungs,Stomach,Intestine,Liver
In which year was Nigeria's first constitution adopted? _______,medium,B,1946,1954,1960,1979
The artist known for the song 'Duduke' is _______.,medium,A,Simi,Teni,Tems,Yemi Alade
Fill in the blank: The _______ is a part of the brain that regulates heartbeat and breathing.,easy,B,Cerebellum,Medulla Oblongata,Hypothalamus,Cerebrum
The first Nigerian female minister was _______.,hard,D,Margaret Ekpo,Biola Adebayo,Ola Orekunrin,Fumilayo Ransome-Kuti
Which genre of music is Wizkid popularly associated with? _______,medium,C,Highlife,Reggae,Afrobeats,Rock
The significant event known as the Nigerian Emergency took place in which year? _______,hard,A,1967,1968,1969,1970
Who is often referred to as the 'King of Afrobeats'? _______,medium,A,Fela Kuti,Wizkid,Davido,Olamide
The Nigerian independence movement was greatly influenced by which global movement? _______,medium,B,Civil Rights Movement,Decolonization,Socialism,Pan-Africanism
Which Nigerian artist is known for the song 'Manya'? _______,medium,B,Wizkid,Tekno,Runtown,Kizz Daniel
The _______ is an organ responsible for filtering blood and producing urine.,easy,B,Liver,Kidneys,Bladder,Urethra
The Nigerian government was overthrown in a military coup in _______.,hard,C,1993,1985,1966,1975
Which Nigerian singer is also known for her philanthropic efforts in education? _______,medium,A,Tiwa Savage,Yemi Alade,Simi,Chidinma
The first national anthem of Nigeria was adopted in _______.,medium,A,1960,1978,1979,1985
The popular Nigerian artist known for the song 'Soco' is _______.,medium,B,Davido,Wizkid,Olamide,Patoranking
Which Nigerian state is known as the 'Treasure Base of the Nation'? _______,medium,B,Lagos,Rivers,Kano,Oyo
The artist known for the hit 'Falling' is _______.,medium,B,Olamide,Davido,Wizkid,Patoranking
Fill in the blank: The _______ is a network of vessels that carries lymph throughout the body.,easy,C,Nervous system,Circulatory system,Lymphatic system,Endocrine system
The Nigerian Constitution was first enacted in _______.,hard,A,1963,1979,1989,1999
Which Nigerian musician is known for his energetic performances and hit song 'Bobo'? _______,medium,A,Olamide,Wizkid,Mayorkun,Davido
Fill in the blank: The _______ was Nigeria's first indigenous television station.,medium,C,NTA,TVA,WNTV,RTP
Which body part is primarily responsible for filtering blood in humans?,medium,B,Liver,Kidneys,Spleen,Heart
Which popular Nigerian artist is known for the hit song 'Ye'?,medium,A,Burna Boy,Davido,Wizkid,Olamide
Which organ is primarily involved in the digestion of food?,medium,A,Stomach,Esophagus,Pancreas,Intestines
Nigeria's first constitution was enacted in what year?,medium,A,1954,1960,1979,1999
Complete the phrase: The _______ of Nigeria is known as the 'Federal Republic'.,medium,A,Government,Constitution,Economy,Geography
"Which landmark event in Nigerian history occurred on October 1, 1960?",medium,A,Independence from British rule,First military coup,Civil war began,Creation of states
Fill in the blank: The famous Nigerian musician 2Baba is also known as _______.,medium,A,2Face,2Baba,Tuface,Tuface Idibia
What is the stage name of Nigerian singer Ayo Balogun?,medium,A,Wizkid,Davido,Olamide,Tiwa Savage
Complete the title: '____ of the Year' is an award given by the Nigerian Entertainment Awards.,medium,A,Artist,Song,Film,Album
Which system in the human body is responsible for transporting blood?,medium,B,Nervous system,Circulatory system,Skeletal system,Muscular system
